 written on 17Oct2021 at 11:14:36 
           5
         149
    1    1    2    2    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    2    2    1    1
   -7   -4    0    1    1    0.000040   -0.000000
   -7   -4    0    2    1   -0.000153    0.000000
   -7   -4    0    3    1   -0.000000    0.000000
   -7   -4    0    4    1   -0.000000    0.000000
   -7   -4    0    5    1    0.000000    0.000000
   -7   -4    0    1    2   -0.000139   -0.000000
   -7   -4    0    2    2    0.000040   -0.000000
   -7   -4    0    3    2    0.000000   -0.000000
   -7   -4    0    4    2    0.000000   -0.000000
   -7   -4    0    5    2   -0.000000    0.000000
   -7   -4    0    1    3    0.000000   -0.000000
   -7   -4    0    2    3   -0.000000   -0.000000
   -7   -4    0    3    3   -0.000000   -0.000000
   -7   -4    0    4    3   -0.000000   -0.000000
   -7   -4    0    5    3    0.000002    0.000000
   -7   -4    0    1    4   -0.000000   -0.000000
   -7   -4    0    2    4   -0.000000    0.000000
   -7   -4    0    3    4   -0.000000    0.000000
   -7   -4    0    4    4   -0.000001    0.000000
   -7   -4    0    5    4    0.000004    0.000000
   -7   -4    0    1    5   -0.000000   -0.000000
   -7   -4    0    2    5   -0.000000   -0.000000
   -7   -4    0    3    5    0.000000   -0.000000
   -7   -4    0    4    5    0.000000   -0.000000
   -7   -4    0    5    5   -0.000002    0.000000
   -7   -3    0    1    1    0.000040    0.000000
   -7   -3    0    2    1    0.000695    0.000000
   -7   -3    0    3    1   -0.000000    0.000000
   -7   -3    0    4    1   -0.000000   -0.000000
   -7   -3    0    5    1   -0.000000    0.000000
   -7   -3    0    1    2   -0.000129    0.000000
   -7   -3    0    2    2    0.000040   -0.000000
   -7   -3    0    3    2    0.000000    0.000000
   -7   -3    0    4    2    0.000000    0.000000
   -7   -3    0    5    2   -0.000000    0.000000
   -7   -3    0    1    3    0.000000    0.000000
   -7   -3    0    2    3    0.000000    0.000000
   -7   -3    0    3    3   -0.000001   -0.000000
   -7   -3    0    4    3   -0.000000   -0.000000
   -7   -3    0    5    3    0.000002    0.000000
   -7   -3    0    1    4   -0.000000   -0.000000
   -7   -3    0    2    4   -0.000000   -0.000000
   -7   -3    0    3    4   -0.000000    0.000000
   -7   -3    0    4    4   -0.000000    0.000000
   -7   -3    0    5    4    0.000002   -0.000000
   -7   -3    0    1    5   -0.000000    0.000000
   -7   -3    0    2    5    0.000000   -0.000000
   -7   -3    0    3    5    0.000001   -0.000000
   -7   -3    0    4    5   -0.000000    0.000000
   -7   -3    0    5    5   -0.000002   -0.000000
   -7   -2    0    1    1    0.000185    0.000000
   -7   -2    0    2    1   -0.000425   -0.000000
   -7   -2    0    3    1   -0.000000    0.000000
   -7   -2    0    4    1   -0.000000    0.000000
   -7   -2    0    5    1    0.000000    0.000000
   -7   -2    0    1    2   -0.000139   -0.000000
   -7   -2    0    2    2    0.000185    0.000000
   -7   -2    0    3    2    0.000000    0.000000
   -7   -2    0    4    2   -0.000000   -0.000000
   -7   -2    0    5    2   -0.000000    0.000000
   -7   -2    0    1    3   -0.000000   -0.000000
   -7   -2    0    2    3    0.000000   -0.000000
   -7   -2    0    3    3   -0.000003    0.000000
   -7   -2    0    4    3    0.000001    0.000000
   -7   -2    0    5    3    0.000004   -0.000000
   -7   -2    0    1    4   -0.000000    0.000000
   -7   -2    0    2    4    0.000000   -0.000000
   -7   -2    0    3    4   -0.000000    0.000000
   -7   -2    0    4    4    0.000000   -0.000000
   -7   -2    0    5    4    0.000002    0.000000
   -7   -2    0    1    5    0.000000   -0.000000
   -7   -2    0    2    5   -0.000000   -0.000000
   -7   -2    0    3    5    0.000004    0.000000
   -7   -2    0    4    5   -0.000006    0.000000
   -7   -2    0    5    5   -0.000003    0.000000
   -6   -6    0    1    1   -0.000317   -0.000000
   -6   -6    0    2    1    0.000419   -0.000000
   -6   -6    0    3    1    0.000000   -0.000000
   -6   -6    0    4    1   -0.000000   -0.000000
   -6   -6    0    5    1   -0.000000    0.000000
   -6   -6    0    1    2    0.000419    0.000000
   -6   -6    0    2    2   -0.000317   -0.000000
   -6   -6    0    3    2   -0.000000    0.000000
   -6   -6    0    4    2   -0.000000    0.000000
   -6   -6    0    5    2    0.000000    0.000000
   -6   -6    0    1    3    0.000000    0.000000
   -6   -6    0    2    3   -0.000000   -0.000000
   -6   -6    0    3    3   -0.000009   -0.000000
   -6   -6    0    4    3   -0.000010   -0.000000
   -6   -6    0    5    3   -0.000010    0.000000
   -6   -6    0    1    4   -0.000000    0.000000
   -6   -6    0    2    4   -0.000000   -0.000000
   -6   -6    0    3    4   -0.000010    0.000000
   -6   -6    0    4    4    0.000162   -0.000000
   -6   -6    0    5    4   -0.000001   -0.000000
   -6   -6    0    1    5   -0.000000   -0.000000
   -6   -6    0    2    5    0.000000   -0.000000
   -6   -6    0    3    5   -0.000010   -0.000000
   -6   -6    0    4    5   -0.000001    0.000000
   -6   -6    0    5    5    0.000162   -0.000000
   -6   -5    0    1    1   -0.000103    0.000000
   -6   -5    0    2    1   -0.000425    0.000000
   -6   -5    0    3    1    0.000000   -0.000000
   -6   -5    0    4    1   -0.000000    0.000000
   -6   -5    0    5    1    0.000000   -0.000000
   -6   -5    0    1    2    0.000151    0.000000
   -6   -5    0    2    2   -0.000103    0.000000
